发票代码,发票号码,开票日期,发票金额(不含税),发票金额(含税),校验码,纳税人识别号(销售方),发票类型
032002300611,32908834,2023年12月14日,18.87,20.00,75907159202398610693,913202146079206716,江苏增值税电子普通发票
